fullId,category
1bbe463ba96415aff1783a44a88d6274,Chair
1bc570042bcd1d95d810b14a81e12eca,"Chair,ChairWithOttoman"
1bd5c3d6fc6c5401b733adefd36cca05,"Lamp,CeilingLamp"
1bf66bb8d1ed1868eb2d637b85eaee25,Chair
1bf72147b671c101cc36f384fceff179,Table
1c123801cd052c833bd248747cb27ae2,Desk
1c2ef41c252b099d59eca69a6ee3e3b,"Chair,ChairWithOttoman"
1c3f1a9cea91359c4c3e19c2c67c262f,"Chair,Recliner"
1c56996998bb6b7a8542f96306060db4,"Lamp,FloorLamp"
1c672a01bf3f36953ac0b4a1ff21c791,"Computer,Desktop"
1c962f8489d78531cc98452c8fce6b43,Chair
1c97fd9582f20b9f3aa7ea4bea35f618,"Lamp,FloorLamp"
1cc6b837baf41139fa6e1fd63f4a1c35,"Bed,QueenBed"
1ccdba674a8eb8cb504721639e19f609,"Table,DiningTable"
1cec41755e0f17f2ea8b2280a82aa634,Chair
1cf5f1bd833afff6b79e99a4e49de900,"Chair,Chaise"
1cfdff88d43bc6f7ff6ace05b36a5,Table
1d054ec740f09093bc41182b106c7bda,"Lamp,CeilingLamp"
1d19305840960acde220a4c1303a51c,"Table,CoffeeTable,RoundTable"
1d198eb08540837be9bd6b804c8484dd,"Lamp,TableLamp"
1d3259fe9377ca5f899bad344dc01f2f,"Lamp,FloorLamp"
1d3e6b487838afaf56d62eb4972720c,"Lamp,WallLamp"
1d51d45265596b0af2dfc4763a0184f4,"Computer,Desktop"
1d5683d821b41bae8912391370b9d427,Chair
1d5a354ee3e977d7ce57d3de4658a486,"TableClock,Clock"
1d6250cafc410fdfe8058cf23f6382c1,Couch
1d693a6c9c67857f86d9ac00cacf663a,"TableClock,Clock"
1dbb34b55a78c1aea72fb89aa30b6583,"Lamp,CeilingLamp"
1dc08faeb376c6e0296baeb5500afa1a,Couch
1df28e8bc4ececc398d5fc0473d00a1c,"Table,CoffeeTable"
1dffc3840500e89ab8e1b99345a5afd4,Desk
1e04e5dac618b8b114fbf06c3886b9e,"Lamp,DeskLamp"
1e2b3f2047c62de9594de057c402974e,"Chair,OfficeSideChair"
1e2ddaef401676915a7934ad3293bab5,Chair
1e355dc9bfd5da837a8c23d2d40f51b8,Couch
1e4a7cb88d31716cc9c93fe51d670e21,Couch
1e57738f60665b1a908caac6d5f8ca97,"Table,EndTable"
1e6a212abb46d63df91663a74ccd2338,"Chair,OfficeChair"
1e6d470b0330afe7abccd5469c032787,"Table,DiningTable"
1e747d39be07ca525f037ea583cdb0ca,"Lamp,WallLamp"
1e89523035f87d0e770b3ff04033be4b,Desk
1e8e7516bbcebffa9747aeab33832f4,"Lamp,DeskLamp"
1e96607159093f7bbdb7b8a99c2de3d8,Couch
1e9b2d5d65a8b7c29fe8663d47f73813,"Lamp,FloorLamp"
1eb1a8acd4185f49492d9da2668ec34c,"Chair,OfficeChair"
1eb3e5f373b351a0b8e86b5a9c3708b2,"Lamp,FloorLamp"
1eb4bc0cea4ba47c8186c25526ebdaa6,Couch
1eb8558d0f6885a1268ecf2838ad6f15,Chair
1eb88f96d4b3d161f2260da775be0117,Chair
1ebc20758e0b61184bf4a6644c670a1e,Couch
1ed2e9056a9e94a693e60794f9200b7,Couch
1ee865178cd126fe3bfd7d6656f05358,"Lamp,FloorLamp"
1f82011c2303fc7babb8f41baefc4b12,"Chair,SideChair"
1facaa0eb35496fb69783ac218a8a2bf,"Lamp,CeilingLamp"
1fbfbc7ff9860fd72f725e92ff2918b6,"Bed,KingBed"
1fd45c57ab27cb6cea65c47b660136e7,Couch
1ff5b518730a1a24488cb43788e3ee3d,"Chair,ChairWithOttoman"
20120e61e199b8cfd319c38340319ae4,"Chair,OfficeChair"
20275149a408d1cdf6cfd3a5fc9e8bf6,Chair
207407c5961c7d6388864d814c5c8043,Chair
209dffc2dbbf8f67a8699b6183baa203,"Chair,OfficeSideChair"
20a5672ab6767a436fdde33224151fa5,"Chair,OfficeChair"
20ae63b10b3407b57eaeab1f0c9120b7,"Lamp,DeskLamp"
20af1710b9d1d859dcd6d3c01c67425b,"Chair,Chaise"
20b0a82068ae767c34cc22336880d45c,"Chair,OfficeChair"
20b6d398c5b93a253adc3470b30138f3,Couch
20c030e0d055b7aeb0892e337a99f42d,Couch
20c7d4364e94c8f9ec5c5d2f7741e6a,"Table,AccentTable,RoundTable"
20cdd491a443bc30d9651cd1d591d64d,Table
20ebfb7c554be346a6a0e8ba576ee4f7,"Lamp,WallLamp"
20eebe2dd79d8a663c21e83bef1bd7ca,"Bed,SingleBed"
210076a2e26d5d53adc3470b30138f3,Couch
2110a8c94d86e6acfda902544c9db9cd,Lamp
213bd9cbd5ed1dcdfcb8d8c6d4df8143,"Lamp,WallLamp"
213dbdf39a75ec331e93ca76287e533,Desk
215b21155b328d319201f2703b45dd7,Chair
215f72973cfa2c9a42c2142b4fb342c8,"Bed,QueenBed"
215f85a135181da456ae031564f8409c,Chair
217bf5bf88842058b8a06a6203bc49a9,"Lamp,DeskLamp"
217dd75324b38d07fec515d9b77eb8c1,"Chair,OfficeChair"
219082556f24fd1f105b4c939ec33bd,Desk
21addfde981f0e3445c6cb69e0968783,Couch
21bca6a33809c7f26f2deb6dd348d3c7,"Lamp,FloorLamp"
21bf3888008b7aced6d2e576c4ef3bde,Couch
21c61d015c6a9591e3f7a74e12a274ef,Couch
21e25ed232808a5a6fdc47d9bd513767,"Lamp,DeskLamp"
21f76612b56d67edf54efb4962ed3879,Couch
21fb308ca737174e22f2f93459bd863e,"Chair,AccentChair"
2222345a248c4f521e624828468adeb8,"Lamp,TableLamp"
222f3929de7116eeab9281d3b84673cf,"Table,EndTable"
2280197ac01a58912dbc66eac8105387,"Chair,OfficeChair"
2284a4b6980d2ebad5fb3ea571e6e8a8,"Lamp,TableLamp"
228d02580021e666796c584ff1fcf56d,"Chair,OfficeChair"
2298d06de1efec2a8ab33b80d7377fc3,"Couch,Loveseat"
22c68a7a2c8142f027eb00c151c6f711,Couch
22d7ae1fdb18e75d5a1ef1b7f4e8cdc,"Bed,QueenBed"
22fd6459f3de3851e4b68d3b17c43658,"Computer,Desktop"
230d57ea0d647608845e78b431e4d529,"Bed,QueenBed"
231fc7a5fee77fb49d033c6b39a97cb6,"Chair,BeanBag"
2324d60cb70c53afd0f5f4de71ba431,"Chair,OfficeChair"
232638470c05b8b67ae926e211632a9c,"Lamp,CeilingLamp"
234ca609205d8d80a1e28099cf3c0efc,Desk
2362ec480b3e9baa4fd5721982c508ad,"Table,EndTable"
2367a0e01767df36dc40b058754deaf8,"AccentTable,RoundTable"
2387252e09b3911227eb00c151c6f711,"Chair,SideChair"
23a4572a96dda133d624bbdc22e247c8,"Lamp,FloorLamp"
23d1a49a9a29c776ab9281d3b84673cf,Couch
23e6ee2b97819ece1a1f1012e818b3cc,"Bed,PosterBed"
23fe8ffecb37222b323ad87fe7d4deee,"Table,RoundTable"
24129a2a06b35e27c1a6b3575377c8d3,Couch
2419edff383179cbc53c4281a65fe22a,"Lamp,DeskLamp"
244d019df47b3d3fa1580e4942a1e932,Desk
245a7569a1d8bf9834b0e5bd3266c551,"Computer,Desktop"
24952bc198db7e0c3f2641469a00e0a,"Table,DiningTable,RoundTable"
24b5dbb43ebc21d351a3cde61844b03f,"TableClock,Clock"
24bbe7f32727901aa6fee8e2140acec9,"Chair,OfficeChair"
24cf4986a3bd5e8377ed47d7aac60427,Desk
24d9b0134985944a7420fc907d138e2,"Computer,Desktop"
24dbbef5e68df9d98849c1eb532ffb39,"Lamp,CeilingLamp"
24f5497f13a1841adb039d8689a74349,Couch
250cd21169a42a2bfaf26c91ad27299b,"Table,DiningTable"
252be483777007c22e7955415f58545,Couch
25331cd099a9e8c6ab7f9d2da6fc61cf,"Bed,KingBed"
25407533edec57f343638dabe1eb5336,Desk
2545015993096b7a1dd448ad6b170564,"Computer,Desktop"
258867fb919719fdf91663a74ccd2338,"Chair,SideChair"
25a8b0a003855a0735836c728d324152,"Lamp,TableLamp"
25f1a1563f38912250f0b0248b30425,"Lamp,TableLamp"
260ebd5d9bcc2acae3f7a74e12a274ef,Chair
262020e2d4384d3f7ff6ace05b36a5,"AccentTable,RoundTable"
26205c6a0a25d5f884099151cc96de84,Couch
2624cedf0366cc4480360680c1602c7d,Table
26316fabe129210317fad902853ecfd7,"Lamp,LampPost"
264f245e27333be8e3f7a74e12a274ef,"Bed,QueenBed"
264fb5faff89c160562964d222866dcd,"Lamp,WallLamp"
26565ecbfb2568e635940909bf4c7550,Desk
26577d1c907d7ff880360680c1602c7d,Chair
2663256233c27aca881796c365ec5f7e,"Chair,AccentChair"
2678dfd6396371cebfd1b5a05c9b258,"Lamp,FloorLamp"
269c6392b69b7e9caadbf8208284c675,Desk
26b4c8e753b7dd06a6fd617b2ff5d2d,"Couch,Loveseat"
26bb7229b024a8549b0c8289d51d981b,"Lamp,DeskLamp"
26ebcfb2ebd8345f14b86d5282eb8301,"Table,EndTable"
26f2f40fa7fc0c5538b28f94c165f833,"Lamp,DeskLamp"
273461b66154e14d4b1bfc477517e693,Chair
2734adb893d49b34542674283bd5ef10,"Lamp,CeilingLamp"
27359b0203dc2f345c6cb69e0968783,Couch
27436a813a1abe835836c728d324152,"Lamp,FloorLamp"
2773ae187d1e9d3d504721639e19f609,Chair
2780e6d3eba01ccb6d075d8d4fe1141,Chair
27ed95fdc3e802a535836c728d324152,"Lamp,FloorLamp"
27f88cf75ac860eb34e6b98309eb5a15,"Lamp,CeilingLamp"
27f97bc151512c8ce3f7a74e12a274ef,"Bed,LoftBed"
27fef9fcdec5a001f8f60938be4e769,"Chair,OfficeChair"
2802cf2a675250806d581711277ecf34,RoundTable
282aec2efb13d3302ef1c225dc7772c5,"Chair,Chaise"
28607a8dceeb428a2945282b3cf6ed97,"Chair,OfficeChair"
2894cc5460c61117f46d6fc43de3fc46,"Table,RoundTable"
28bdf067b9fea968f17e3402958be9f,"Chair,SideChair"
28d27f1204c1b3de6512b7b24f3d84,"Chair,OfficeChair"
28e147166eb68b2763ed57e35c972b4b,"Chair,AccentChair"
28fd1cd2feab3b56c0e1b3fb437d8b09,"Bed,QueenBed"
290b083404ea24c87ff6ace05b36a5,"Bed,QueenBed"
293a741396ed3cb45341654902142cca,"TableClock,Clock"
297d929269bb62da43fdcbcacbbed64c,"Lamp,CeilingLamp"
299832be465f4037485059ffe7a2f9c7,"TableClock,Clock"
299d4157334aece64bd9e0690b0b191,"Table,EndTable"
29a3f3ee5c752ab3c39a00da16746b95,"Lamp,FloorLamp"
29f66488d7507b0c5a93c9a5a7a08569,"Bed,DoubleBed"
2a0eff86efdf60a89a682a6d0e92c30,EndTable
2a0f8c4bed9bfc298bb728695007e6ab,"Table,DiningTable"
2a3267758a3caeb7cf353869450feb9a,"Lamp,DeskLamp"
2a38c46203695332f1783a44a88d6274,Table
2a534009a59513efe09958e15f14e5ca,"Bed,DoubleBed"
2a56e3e2a6505ec492d9da2668ec34c,"Chair,OfficeSideChair"
2a5cd32bacd3ce601ba08c4ff5d0476f,"Table,AccentTable"
2a94366f2020aabd9bf6576bfdf7d207,"Table,DiningTable"
2a9cc4404bf738302a278ff7f085c260,"Lamp,TableLamp"
2add1deb731f119804e3fdda0bde665,"Lamp,WallLamp"
2af7fd82220958396a7fef47a322d12c,Desk
2b158fc055b09892e3f7a74e12a274ef,Couch
2b1817fbc0f3ddbe8220566e85550c0a,"Lamp,FloorLamp"
2b1fa72fb656c3d5aaef7af0650f900f,"Lamp,LampPost"
2b5953c986dd08f2f91663a74ccd2338,"Chair,OfficeSideChair"
2b70bd35951137534316d3320fdfa899,"Lamp,FloorLamp"
2b73510e4eb3d8ca87b66c61c1f7b8e4,Couch
2b81d210cdf3062b8ff205f123937427,"Table,CoffeeTable,RoundTable"
2b8d1c67d17d3911d9cff7df5347abca,Couch
2b92e81b72b6559e5dfed898698e42c0,"Bed,QueenBed"
2ba5c76821cd4e021c19e7863a1c200b,Desk
2bd3ebdfde8d0440bd0beb7c8bc640fc,Desk
2beab9668ab170aa71db25de6ea48fdd,"Table,RoundTable"
2c0177660b7ecc915c118a000b931714,"Lamp,TableLamp"
2c052f5541d4d5689b2d7f86be5d0083,"Chair,OfficeSideChair"
2c0873b833f1900aac3aaaa1c95b6d6,"Bed,QueenBed"
2c118800181f296a855931d119219022,"Table,EndTable"
2c12a9ba6d4d25df8af30108ea9ccb6c,Couch
2c1ecb41c0f0d2cd07c7bf20dae278a,Couch
2c33945f14dd08427bf7115af47e66c7,"Lamp,FloorLamp"
2c730735f7f3e60f848ac41b30fbbc29,"Table,DiningTable"
2c7580e51c2c5d26fc70366c4d49a9ae,Desk
2c765a22aed498f79ec5c5d2f7741e6a,Chair
2c97406faedae052f2339b8c838be8ab,"Chair,OfficeChair"
2cf89f5b70817c3bab2844e3834b9ca1,Couch
2cfd6534a6a57548d20545a75c46659d,"Table,CoffeeTable"
2d05a1b938d8c58d45ee3ea35088c062,"Lamp,CeilingLamp"
2d1016059ab207835836c728d324152,Chair
2d1d1b66d6e268d8c67c3af5181fac2d,"Table,DiningTable"
2d1f6e50aad6d88721fbac718728a36d,Chair
2d3f8abd0567f1601191e01810565e0c,Couch
2d4adec4323f8a7da6491c91cd8d7770,Couch
2d75f86921cb919b88dcbe86402c7c15,"Chair,Chaise"
2d9224be8cc6fdaa1050b055aafa6fb8,"Lamp,TableLamp"
2d9d884d9c08814335836c728d324152,"Lamp,FloorLamp"
2de1c5525d24c1c988dcbe86402c7c15,Chair
2de984c888d76338daa5177c718fef1,"Chair,Chaise"
2e2f34305ef8cbc1533ccec14d70360b,Couch
2e3a36f0549037dd26458146b06d83ed,"Computer,Desktop"
2e4f853e7f84e748f9649784fd729d4,"Bed,QueenBed"
2e582c9a7a164525bec3353c29751fdf,"Lamp,WallLamp"
2eb7b9c098a02e27d8e9eddea8c8b085,"Lamp,LampPost"
2ebb84f64f8f0f565db77ed1f5c8b93,Couch
2edb94650ba9b12eb22aee81c59a47e6,"Chair,Couch"
2ee72f0fa8848523f1d2a696b973c343,"Table,EndTable"
2efd479c13f4cf72af1a85b857ec9afc,Couch
2f28d32781abb0527f2a6b0d07c10212,Couch
2f6e85ff22478047cf004563556ddb36,"Lamp,FloorLamp"
2f8a703639340812b96ac7572d4197cf,Table
2f8b594d23665a2de8058cf23f6382c1,Table
2f9c9357bfb89ac1d38913e96bbf2a5d,"RoundTable,GameTable"
2fc19897a2f384ebc77d45d65dc3714,"Lamp,DeskLamp"
2fca00b377269eebdb039d8689a74349,Couch
2fd92f867dacacdc738e43095496b061,"Table,AccentTable"
2ff33332eda14680530d37188689608e,"Table,CoffeeTable"
2ffbd1fcc231e4c835836c728d324152,"Lamp,FloorLamp"
3006b66ed9a9fd55a4ccffb47ce1f60d,Couch
300a2c57c5c0a31c35836c728d324152,"Lamp,FloorLamp"
300d6a7505f24959492d9da2668ec34c,"Chair,OfficeChair"
30497cce015f143c1191e01810565e0c,Couch
304e6160dadb193f493a4a2a112261d3,"Table,CoffeeTable"
30518e2d6fb5dff259d9b12c05c8f809,Chair
3052634e8d0c0a892275edbb5a3b2900,"Lamp,FloorLamp"
3069cb9d632611dcdb43ca77043c03b9,Couch
3092b5729bc303adfcb8d8c6d4df8143,"Lamp,WallLamp"
30b0196b3b5431da2f95e2a1e9997b85,Chair
30b6b75548448c5f88a441c3f24d213a,"Bed,DoubleBed"
30c827a5d19b46f235836c728d324152,"Lamp,TableLamp"
30f862f46bd96da835836c728d324152,"Chair,AccentChair"
3101d2b22e21297ccff8db9efabb6c62,"Lamp,CeilingLamp"
31060891383f6df685d624cfcd9a37a7,"Lamp,FloorLamp"
3112fe9d55dc8ebf45973f64d2b55285,"Chair,OfficeChair"
313ba5c62a7e746d2974cfd5336a9b09,"Chair,OfficeChair"
3140ea76f25321a0e3f7a74e12a274ef,Chair
317850f9c80cafb561bfbba8a5defb02,Chair
319479919663030517f7724a70577dad,Desk
31b5cb5dfaa253b3df85db41e3677c28,Couch
32023af33e1019e2f6f501a2d47bda7a,Table
3211fc4f31b15964aee892adc836ce83,"Chair,OfficeChair"
3225898a2fe3f6257ed90bca788562eb,"Chair,OfficeChair"
323c6780e488a46761b305ab53bdec40,Table
323e278c6d7942691836774006aed7e2,Couch
32408a694ac56775ce62834dbceac22f,Chair
3258f03543110f69e4c6ddc06f5d7d5e,"ChestOfDrawers,Armoire,Wardrobe"
3276b805858c16be32f5967f5b1e0da9,"Table,CoffeeTable"
32909910636369b24500047017815f5f,Couch
32a6f86c4acd6a352b3e9b6eb52d35df,"Lamp,CeilingLamp"
32b56fa66c73c450a86b76551c6a3b2b,"Chair,OfficeChair"
32b6c232154f2f35550644042dd119da,Couch
32d64e4638eb6e371594fba9df8f37fb,Table
32ef7cd99839d437fca2ed8aeb4c5397,"Lamp,CeilingLamp"
330b4c2ab42bc715f1783a44a88d6274,"Table,CoffeeTable"
332c75b56c4a80f77ff6ace05b36a5,"Table,EndTable"
3330789450af921544fe3ba945082ada,"Lamp,FloorLamp"
33334eb57a9d7bbba19d006f28e25379,"Chair,OfficeChair"
3339158a37cc5f31e376c7fd3649c639,Chair
3343296bb39a9e679410a04d09c14d1a,"Lamp,DeskLamp"
3348af6458aa2f0545004a22a9d35958,"Bed,SingleBed"
334aab63b7a910bd67029e7475d6635f,"Computer,Desktop"
335bc3bc6a20295c3c5e8f9688dc3202,"Bed,QueenBed"
337d1f0ec60cbee5cf1e0e71566de2b3,"Bed,LoftBed"
33936f3f3f0e430498d5fc0473d00a1c,"Table,CoffeeTable"
3394f58677a88dd877ce957e17dd9848,"Lamp,DeskLamp"
33c8946d6f3309a4f90e92bb95494,Desk
33dca17a74373b727c0ed29639ed906a,"Table,CoffeeTable"
33ef80eb8ebf4207fe7e23d061690240,"Table,DiningTable"
33fcb31af4c4d039fac1db559484b15b,Chair
34156abf2ce71a60e7e684d25d4dcaf0,Couch
34157148280e9342d810b14a81e12eca,"Table,CoffeeTable"
3415f252bd71495649920492438878e5,Couch
341ecb71545d84835ecd29875b6f0d44,Chair
34292cd1143461a6bda4e7fc3e4df4d4,"Bed,LoftBed"
342ea0134b504918cf5a37a70014c623,"Lamp,DeskLamp"
343e118bcf7d4c27ff6ace05b36a5,"Table,EndTable"
3441002a52b1cb2946b2a76c074a3f45,"Table,DiningTable,RoundTable"
3469cdf83a3cba1f35836c728d324152,"Lamp,FloorLamp"
348b2880842cbbca4ca84d60642ec7e8,"Table,CoffeeTable"
349367af51c43dce1a718fe4b2adfa25,Couch
34a9c2b926de1db2a50b88953d263a42,"Lamp,FloorLamp"
34d280e8968c180cdf63d1c7e43c783f,"Table,DiningTable"
34feac86a178437527eb00c151c6f711,Table
350bc7d9fbc5b90e67a1113f1f5f7982,"Computer,Desktop"
350faadd1c52dffbc95f95e8112778e2,"Lamp,DeskLamp"
353a514e6bc1783fa5e0e5aaf1443ec7,"Lamp,FloorLamp"
354ad3a68145a0d8f92bda4d2acbf258,Desk
